"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000069535",394.751457626642,1.20643917070818,0.388941130230084,3.101855465876,0.00192311828929216,0.0176982625173989
"ENSG00000070388",5.95766918518531,2.9129184947083,0.782996041865933,3.72022122585271,0.000199048345668719,0.00276431017005239
"ENSG00000070404",2128.12177561681,1.86506392091639,0.299229662573766,6.2328844836919,4.5792385246328e-10,2.91787811180322e-08
"ENSG00000070808",23.5852977806582,-2.26494678500561,0.410109444107604,-5.52278621608951,3.33665631163451e-08,1.36240634099223e-06
"ENSG00000070882",1106.4991291192,-1.09546207161789,0.216235985985269,-5.06604886613329,4.06157694131849e-07,1.2301634765523e-05
"ENSG00000071282",3659.86212780504,1.59619976823807,0.227835599499204,7.00592783457287,2.45354362989576e-12,2.51644330953209e-10
"ENSG00000072163",665.150392659381,1.30273813923605,0.331864564682798,3.92551142205025,8.65456630013724e-05,0.00135637309291087
"ENSG00000072571",36.6278171475339,1.54078072049799,0.305835231694712,5.03794383649042,4.70559464422722e-07,1.41590727734386e-05
"ENSG00000072958",2129.43309251556,1.08851385226982,0.126830068701599,8.58245890279251,9.28663153020495e-18,1.90014799587471e-15
"ENSG00000073756",71.6189971631724,-1.22909839330792,0.452017813334881,-2.71913707170061,0.0065452478346117,0.0460248171574304
"ENSG00000074590",412.639827468157,1.36547512387582,0.189822359623027,7.19343667725737,6.31804619108446e-13,7.41062551648537e-11
"ENSG00000074660",29.0085221353746,1.33454058926697,0.334397538924716,3.99088041604105,6.58284681088651e-05,0.00107849754468394
"ENSG00000075213",714.292422694761,-1.22237081908237,0.226526717712171,-5.39614413446599,6.80882568442737e-08,2.55365631321242e-06
"ENSG00000075240",576.834673930795,-1.15556489478034,0.192780178346805,-5.99421011376764,2.04476858572295e-09,1.11403590254698e-07
"ENSG00000077063",329.881095802951,-1.06363928506184,0.174075020829392,-6.11023500094418,9.94845396033935e-10,5.94807726232627e-08
"ENSG00000077684",1570.63392682279,1.20687900242556,0.109734438258827,10.9981790728169,3.89926141123659e-28,2.76172688030468e-25
"ENSG00000077943",468.382323636183,1.09914370883075,0.320143664622331,3.43328271114592,0.000596319961256795,0.00689342880511229
"ENSG00000078053",358.688992464954,1.15004715974235,0.166872863246662,6.89175661858465,5.51075997535044e-12,5.23096107969476e-10
"ENSG00000078114",7.62336002439804,3.30830553508084,1.20277488301513,2.75056087535478,0.0059493336232362,0.0425463994842309
"ENSG00000079101",6.7724663151121,-2.97231829774682,0.886290200160952,-3.35366260081297,0.000797495416839142,0.0087939389826903
"ENSG00000079435",31.5208004482156,1.03743992887058,0.346041610905248,2.99802074714839,0.00271739173673626,0.0234382992187345
"ENSG00000079462",58.3116305167459,-1.03318421241731,0.208241191647876,-4.9614785827982,6.99585851738201e-07,2.00044618940357e-05
"ENSG00000079691",1509.44660948859,1.17750188632919,0.193259287868073,6.0928605259738,1.10910690297097e-09,6.52530467035476e-08
"ENSG00000081052",207.134577208693,1.97279931152605,0.407428076840901,4.84207992444376,1.28487059904022e-06,3.45414482939062e-05
"ENSG00000081320",1491.68998319557,1.111736380084,0.296150904283085,3.75395233985613,0.00017406797457675,0.00245253385755994
"ENSG00000082126",22.2124722130197,1.22927951128425,0.400694599004757,3.06787142711064,0.00215589354329489,0.0195320824393516
"ENSG00000083223",1486.90383194881,1.12370077107167,0.175128779120844,6.41642553960981,1.39511136555818e-10,9.76843186188361e-09
"ENSG00000083290",1522.66160217916,1.1833769257179,0.219353576619701,5.39483761310877,6.85855520136148e-08,2.56707914701365e-06
"ENSG00000084090",3609.49027468893,1.27017676261237,0.191630309545253,6.62826650766546,3.3965184374476e-11,2.80479314016132e-09
"ENSG00000084710",10.3957442696493,-2.68473757980962,0.670718602921072,-4.00277786856845,6.26030746342928e-05,0.00102931751731295
"ENSG00000085117",1911.07882271632,1.25094067768321,0.27480687514583,4.55207198516916,5.31201525153571e-06,0.000121365708259343
"ENSG00000087448",907.657961796665,1.0584442730941,0.128137380882378,8.26023027632881,1.45391703716909e-16,2.65087942965037e-14
"ENSG00000088756",685.720868955207,-1.48049640370427,0.45334758753662,-3.26569820686358,0.00109194556683892,0.0113413297311555
"ENSG00000089041",96.7559629333342,-1.91905878781858,0.290634666162528,-6.60299341836053,4.02937437753085e-11,3.26876339921721e-09
"ENSG00000091262",123.764149761265,-1.03277528499543,0.250209093586746,-4.12764888034484,3.66491148072947e-05,0.000649560586310233
"ENSG00000091428",36.1776800004709,-1.12569216062938,0.309765429953342,-3.63401481178496,0.000279044831936592,0.00368888053130821
"ENSG00000091831",34.6549436789849,-1.24078449175013,0.418420984147776,-2.96539738387478,0.00302292174861234,0.0253147357893116
"ENSG00000092621",1231.09188657928,-1.43224587763766,0.270449084922027,-5.29580596677039,1.184926073494e-07,4.19623339296e-06
"ENSG00000092853",27.2781655243308,-1.14500810181059,0.361416446110249,-3.16811289063836,0.00153431929305329,0.0148445787244057
"ENSG00000092969",200.644149045315,-1.581171651767,0.290244990694708,-5.44771383644702,5.10213576274741e-08,1.99369330502894e-06
"ENSG00000095585",21.112756321606,-2.56707842337538,0.719573369862843,-3.56750059255901,0.000360402564509833,0.00454576248318396
"ENSG00000095637",44.3056674720633,1.90096795695234,0.362365951850686,5.24598944035349,1.55445805613779e-07,5.33060430237941e-06
"ENSG00000096060",2564.38437504937,3.93843101507586,0.296906743549409,13.2648755902052,3.70034444361156e-40,5.24168022531592e-37
"ENSG00000097096",201.584117610054,1.30625049569178,0.256180103022562,5.09895374496255,3.41535990157168e-07,1.06599750148208e-05
"ENSG00000099194",785.207076440808,-2.00114358732567,0.402568119250977,-4.97094402569439,6.66276847490664e-07,1.92613628674106e-05
"ENSG00000099204",848.584854270064,1.41316085454995,0.238058730718475,5.93618579030875,2.91729199267317e-09,1.51329386042469e-07
"ENSG00000099337",530.058849354171,2.8077907848498,0.364570787588405,7.70163403223562,1.34337165972787e-14,1.80570723459042e-12
"ENSG00000099840",37.675576970789,1.03630409024539,0.306583994358788,3.38016370493442,0.000724426674902847,0.00813930275676383
"ENSG00000099849",42.7950101182452,1.2200279656348,0.353326068964805,3.45298032836726,0.000554429432786012,0.0064824241300028
"ENSG00000099860",368.158192610506,1.45589384565326,0.178399208970132,8.16087612752256,3.32603136305168e-16,5.77819505194308e-14
"ENSG00000099998",506.243741997388,2.41885589753638,0.84583297717925,2.85973231453208,0.00423998736574253,0.0328478617333398
"ENSG00000100033",55.3639200859253,4.96085630659381,0.623837900287619,7.95215600768504,1.83293227546731e-15,2.83642418930508e-13
"ENSG00000100206",36.2987514806198,1.9050402761651,0.424833194753451,4.48420768360785,7.31853565419924e-06,0.000160632698536447
"ENSG00000100242",2236.24203648175,1.9111102391718,0.273296625847723,6.99280583228512,2.69442303095266e-12,2.74131492348029e-10
"ENSG00000100292",2399.36890186206,-1.33242321632949,0.263552787165462,-5.0556218003226,4.28990730961314e-07,1.29508724707474e-05
"ENSG00000100302",35.8445158131682,-1.98191706557767,0.451044742269371,-4.39405868164192,1.11253763255995e-05,0.000234141491469617
"ENSG00000100592",756.53960738153,-1.00272296422206,0.184386978452743,-5.43814412837755,5.38384159095718e-08,2.08723037678898e-06
"ENSG00000100739",134.534730275926,-1.75213994646011,0.348179404440218,-5.03229060684131,4.84653841324282e-07,1.45120333137994e-05
"ENSG00000100767",208.812928691966,1.09090377211152,0.309109819316534,3.52917864118194,0.000416851637558304,0.00516228843687704
"ENSG00000100784",87.3227602014942,-2.45365480129831,0.291992061539357,-8.40315585417923,4.34637233404106e-17,8.42509963488064e-15
"ENSG00000101255",284.169999063775,-1.10255866537715,0.272782248546153,-4.04190034818415,5.3019765308827e-05,0.000891652034851187
"ENSG00000101265",1645.90074950021,-1.08159261330606,0.395790242655217,-2.73274198487068,0.00628095139385102,0.0444860461222179
"ENSG00000101342",42.90137769414,4.18688348555097,0.507683709347422,8.24703138679159,1.623777799877e-16,2.93155570438578e-14
"ENSG00000101347",12703.4128252398,3.85775021160878,0.279324769387078,13.8109850410826,2.18818799663703e-43,4.02954819580708e-40
"ENSG00000101825",4767.10469108964,-1.35152269901941,0.265260814203068,-5.09507106460423,3.48610462764506e-07,1.08257363774172e-05
"ENSG00000101938",196.014012789191,1.09846588467322,0.390410537134049,2.81361741088473,0.00489874930258254,0.0367180739019045
"ENSG00000102385",110.998431391346,-1.06156588344503,0.250039058743724,-4.24560022253596,2.18009034165676e-05,0.000419941042276248
"ENSG00000102466",664.680645198945,1.20748848434974,0.326792474027827,3.69497029557333,0.000219912495319437,0.00300645033504634
"ENSG00000102524",64.0414731737915,-1.71371160091162,0.282903642306875,-6.05758054911394,1.38184151870264e-09,7.9520661146591e-08
"ENSG00000102554",149.552166590204,2.58697798375924,0.40773093064585,6.34481661634413,2.22690550979442e-10,1.50766415304648e-08
"ENSG00000102760",1136.38757496646,3.16730690984626,0.685136992420411,4.62288118272083,3.78446513249544e-06,9.07433924673223e-05
"ENSG00000102804",5397.33558773763,1.19402338003581,0.161554689677016,7.39083082281876,1.45914176203275e-13,1.82789765631518e-11
"ENSG00000102935",36.1479270707735,-1.13315249381486,0.314142112068233,-3.60713336506995,0.00030959855149069,0.004003992546163
"ENSG00000102984",90.3328337493841,-1.39520195090431,0.215132838839886,-6.48530442134265,8.85528027208694e-11,6.5489954301398e-09
"ENSG00000102996",165.316302707453,1.26674502204698,0.287635793068043,4.40398953320569,1.06278072977564e-05,0.000224439302050669
"ENSG00000103064",780.765443622072,1.42510295580545,0.173580521386577,8.21003960825561,2.21115543509111e-16,3.87794546068598e-14
"ENSG00000103175",250.457907082079,1.70909270418385,0.363293509091174,4.70444051824479,2.54563068261495e-06,6.39533274493238e-05
"ENSG00000103196",3082.088884672,2.70058097148249,0.260942315270932,10.3493408827867,4.21376684128593e-25,2.09720314546704e-22
"ENSG00000103257",403.745805891872,-1.16593524452103,0.287682919361911,-4.05284834812963,5.05978032749989e-05,0.000855609318006524
"ENSG00000103485",865.199817057682,-1.21089320837376,0.137729490929997,-8.79182229018189,1.47153402068194e-18,3.30467060864121e-16
"ENSG00000103647",544.421110534088,-1.26341058758429,0.261234468780415,-4.83630890472677,1.32272312884695e-06,3.53526072826076e-05
"ENSG00000103710",1054.92511217113,-1.03360479099669,0.26368209264665,-3.91988997289164,8.85894040533091e-05,0.00138369285465792
"ENSG00000103742",370.827770473622,-2.13197726346919,0.652875936299114,-3.26551668538205,0.00109264567997556,0.011342204169532
"ENSG00000104894",23.775875927262,-1.18140221907945,0.371619500096178,-3.17906412008437,0.00147751402977771,0.0144036108302576
"ENSG00000104951",7.10203025372704,-2.26210633350831,0.698517029717218,-3.23844120797468,0.00120184788643893,0.0122343995736721
"ENSG00000105486",143.60575042145,-1.00914504826071,0.216038253916681,-4.67114055018191,2.99531890050633e-06,7.4038654433321e-05
"ENSG00000105516",84.5743051728046,-1.65511927778072,0.203731571735384,-8.12401957969704,4.50992962571399e-16,7.48201387905613e-14
"ENSG00000105664",5.61471458639355,2.08206265828102,0.744264314873864,2.79747747765373,0.00515033578538256,0.0381602511911255
"ENSG00000105711",101.370727054434,-1.28635142869911,0.24507919653661,-5.24871734066972,1.53161868338981e-07,5.26208172660885e-06
"ENSG00000105835",2640.34214038423,1.0556516577691,0.15519665247492,6.80202595181424,1.03158009076554e-11,9.4042313720037e-10
"ENSG00000105889",230.619819110673,1.03901889946033,0.312773665483396,3.32195134732495,0.000893902791065004,0.00961849416020169
"ENSG00000105989",333.209551189313,-3.11651041077227,0.903545940858696,-3.4491997250416,0.000562250670709998,0.00656137268765818
"ENSG00000106003",16.4281623709883,-2.6324814697787,0.604957499125108,-4.35151473216846,1.35200235343932e-05,0.000278491312512136
"ENSG00000106034",2427.53637241083,1.09511006631952,0.336647698514482,3.25298545379009,0.00114199343009755,0.0117550637312725
"ENSG00000106123",2287.85993737051,1.32844086152754,0.339254704843837,3.91576253051241,9.01189191869677e-05,0.0014041484806701
"ENSG00000106484",677.207250627007,-1.77264989751807,0.61122396505272,-2.90016425871844,0.00372967155576342,0.0297269954413115
"ENSG00000106617",1018.35402511812,1.57423128304687,0.259157325380193,6.07442325134905,1.24434130311998e-09,7.20657026830169e-08
"ENSG00000106976",884.737400832367,-1.75519510123771,0.203169283436197,-8.63907708661536,5.66689311202842e-18,1.21343996113957e-15
"ENSG00000107104",1276.70745444015,1.23018246447968,0.265755717387364,4.62899717294348,3.67440784238093e-06,8.84499613299933e-05
"ENSG00000107562",25136.0890181904,-1.94922987888133,0.278856497967112,-6.99008232941095,2.74724981134467e-12,2.77970358658858e-10
"ENSG00000107611",41.0818870131441,-1.54272316626898,0.341987426183447,-4.51105230237746,6.45068113945845e-06,0.00014329227163224
"ENSG00000107731",562.138709812938,-1.02602280559073,0.245816348810655,-4.17394046634809,2.99376017651341e-05,0.000548012859348851
"ENSG00000107796",2427.81163733981,1.18026766995969,0.287109692922182,4.11085971339737,3.94188655564227e-05,0.000693975534628607
"ENSG00000107821",484.072319145679,-1.0842780314957,0.312250022550346,-3.47246742414846,0.000515697593335642,0.00613852823275973
"ENSG00000107968",536.65948634498,1.13229699443861,0.176614893493722,6.41110708185466,1.44466675894392e-10,1.0001330212764e-08
"ENSG00000108387",19.0736661708649,1.93286767862342,0.477671975027725,4.04643307472922,5.20039835506096e-05,0.000876169585621661
"ENSG00000108602",7.42542324810674,-2.4752196873818,0.835637727431189,-2.96207268548155,0.00305575638003895,0.0255432381926542
"ENSG00000108604",2178.07637654574,1.27768101356386,0.185391092532131,6.89181446698915,5.50851892115058e-12,5.23096107969476e-10
"ENSG00000108684",7.44566527361518,-2.35197239565692,0.7582834255068,-3.10170619130304,0.00192408822439185,0.0176983439821059
"ENSG00000108700",15.0226558747118,-3.69004699627789,1.00151319099827,-3.68447168688793,0.000229177497558414,0.00311231830201932
"ENSG00000108821",100989.91598642,-1.29947097747104,0.11531120846574,-11.2692512268408,1.86146142893333e-29,1.63232439113368e-26
"ENSG00000108830",158.261075547043,-2.36508861287985,0.297030965207036,-7.9624311601026,1.68691467346932e-15,2.63258760270657e-13
"ENSG00000108950",1011.56493667117,1.08600603859766,0.198352681351325,5.47512658361351,4.37198972324215e-08,1.73888100979491e-06
"ENSG00000108960",1723.12310209931,1.64295850691069,0.230432014579987,7.12990558150241,1.00437800633806e-12,1.12778176748264e-10
"ENSG00000109625",41.4971423052559,-1.77448850800362,0.315463204950573,-5.62502529663214,1.85480791687298e-08,8.11313249150023e-07
"ENSG00000109674",47.9137964257685,-1.36442812239813,0.353892738642563,-3.85548493487521,0.000115500443732539,0.00172922005799569
"ENSG00000109689",1142.66277519747,-1.02090702133394,0.179385207558207,-5.69114385311106,1.26191135484712e-08,5.69018268741233e-07
"ENSG00000109861",4057.99873271313,1.00953491679097,0.236300397207221,4.2722523056348,1.93508447783115e-05,0.000378688423584065
"ENSG00000109881",67.0429297128855,-1.31311523938244,0.220608260666104,-5.95224873002317,2.64483006620183e-09,1.38943703997796e-07
"ENSG00000109906",385.071327676389,7.17614939620649,0.496359299844905,14.4575701481745,2.24587292168194e-47,5.16971873159662e-44
"ENSG00000110203",19.0696601798991,-1.44556712585598,0.471473570777344,-3.06606184408725,0.00216898446965933,0.0196102052560497
"ENSG00000110756",995.252222053197,1.59109263709432,0.17087077893296,9.31167193729818,1.25835671176046e-20,3.86210647451149e-18
"ENSG00000110900",262.804092122617,-1.4547010753938,0.308501784483493,-4.71537329299187,2.41267999293023e-06,6.07790725989195e-05
"ENSG00000111110",18.0061236885366,-1.30346763671628,0.454757948636147,-2.86628884800249,0.00415315112525158,0.0323383839202993
"ENSG00000111728",193.412946626173,-1.49517218627149,0.288156578670807,-5.18874909317825,2.11711425814015e-07,6.98685646301988e-06
"ENSG00000111816",88.8399342388187,-1.13764563892525,0.223634594517453,-5.08707358707183,3.63630769727681e-07,1.11828199787937e-05
"ENSG00000111859",1772.54117030296,1.66700093184821,0.286347544119742,5.82160024096843,5.82868296910726e-09,2.83206324211372e-07
"ENSG00000112137",44.3765184205226,-1.05013869066679,0.364995348507664,-2.8771289687949,0.00401311540721369,0.0315754441143416
"ENSG00000112218",58.5465537847792,1.42591842144715,0.439683678757742,3.24305515609737,0.00118255315875222,0.0120780457118259
"ENSG00000112715",1874.10517652625,-1.18414816012647,0.256442278177507,-4.61760115587031,3.88201461790035e-06,9.22626701466565e-05
"ENSG00000112773",516.79715620943,-1.19082715406622,0.137956952273702,-8.63187490329345,6.0354373362864e-18,1.27750090284729e-15
"ENSG00000112837",2754.94303068407,-1.80338443533455,0.199327048179878,-9.04736437830115,1.46460631838267e-19,3.90880077579953e-17
"ENSG00000112936",1960.7071087824,3.2146485834281,0.634287515346457,5.06812526756452,4.01752984757834e-07,1.22022330604301e-05
"ENSG00000114098",1010.29282888401,1.35688162931468,0.125664887329147,10.7976194317564,3.53243412117175e-27,2.32320622647778e-24
"ENSG00000114270",1546.90777793248,1.22849092116939,0.184160964978509,6.67074546070471,2.54507309566055e-11,2.14988628699949e-09
"ENSG00000114670",184.341568921453,-1.25636617740883,0.190877981539126,-6.58203825961613,4.64042129414019e-11,3.71536339702573e-09
"ENSG00000115419",3865.24060485268,1.186146373678,0.150471615381396,7.88285797737671,3.19976686186486e-15,4.67648466359059e-13
"ENSG00000115828",345.355415005522,1.14267268707568,0.301921008257658,3.78467432150506,0.000153909995714273,0.00222643564106704
"ENSG00000116106",292.733728996118,1.36120647254747,0.44133589227664,3.08428681276218,0.00204040785592279,0.0186750053015995
"ENSG00000116194",237.044539587412,2.01920306831501,0.420808331868195,4.79839137060495,1.59945015254678e-06,4.20769636559272e-05
"ENSG00000116285",3232.63588079279,2.43984707583882,0.229362922678621,10.6374955783829,1.99417373394234e-26,1.11280937304692e-23
"ENSG00000116299",30.6983905035073,-1.11885347549164,0.343309465188022,-3.25902309416046,0.00111796566928836,0.0115399875560231
"ENSG00000116584",2250.58089102087,-1.01449238445002,0.0824250094623016,-12.3080651257191,8.19646505173272e-35,1.00625269285105e-31
"ENSG00000116675",50.8990625914575,2.131735978334,0.438541296769433,4.86096975139557,1.16812103652515e-06,3.16337483641333e-05
"ENSG00000116690",24.9241198332869,1.73032076721203,0.575305440809059,3.00765583718218,0.00263271103961006,0.0229009795911286
"ENSG00000116711",111.968421891278,-2.5026468596517,0.39764029200066,-6.29374565404339,3.09895453463621e-10,2.04542106649913e-08
"ENSG00000116962",9435.94331671769,1.55571939826597,0.254369070915687,6.11599276856121,9.59576767032289e-10,5.77470789702601e-08
"ENSG00000116991",119.853749823762,-2.71811164400946,0.556335392494724,-4.88574281032324,1.03039632360345e-06,2.80691542886945e-05
"ENSG00000117152",104.838819645731,-1.09405020268543,0.369911769912984,-2.95759770753655,0.00310046470073877,0.0258258941798387
"ENSG00000117461",215.509146709287,-1.68081741206112,0.345196344907423,-4.86916341049872,1.1207170289443e-06,3.04395340531111e-05
"ENSG00000117479",262.855134199173,1.05228303126084,0.301503359435203,3.49012041932816,0.000482802941622165,0.00583004339014569
"ENSG00000117600",39.2873968219258,-2.07877981800589,0.56560930314184,-3.67529283280651,0.000237576757488583,0.00321453048431466
"ENSG00000118257",1755.47149943767,1.0228103738605,0.187626803091207,5.45130203685936,5.00023624481972e-08,1.96331237629755e-06
"ENSG00000118507",100.500227148656,1.03338974335046,0.19059847245689,5.42181545334364,5.89967729765787e-08,2.25868102778315e-06
"ENSG00000118689",5165.47547997407,1.27173394961826,0.146459742930471,8.6831638795242,3.8490918807236e-18,8.33894435100296e-16
"ENSG00000119138",1683.27622905212,2.11013968719508,0.205790724125059,10.2538134124683,1.13764642906042e-24,5.51309447135464e-22
"ENSG00000119139",5029.85477688044,1.95744623076081,0.249960830352983,7.83101187492696,4.83958956341129e-15,6.85546475463222e-13
"ENSG00000119508",216.674369404589,2.12131537796962,0.321682414151289,6.59443999625032,4.26864009232595e-11,3.44767575877993e-09
"ENSG00000119514",286.11148206937,-1.15564333608014,0.38872538175785,-2.97290424117463,0.0029499646984654,0.0248620594609796
"ENSG00000119630",712.055399305833,-1.2015763960225,0.421983145094263,-2.84745116005545,0.00440708559602493,0.0338575224241965
"ENSG00000119703",28.7983998291707,-1.2330968096124,0.329787004430755,-3.73907034857497,0.000184702038638675,0.00258808910118644
"ENSG00000119711",562.981123676436,1.24342247904799,0.200884323641235,6.18974371175255,6.02621139397473e-10,3.72391553087398e-08
"ENSG00000119714",54.8122250115231,-2.90162616041072,0.428361102983148,-6.77378534186114,1.25455773681419e-11,1.12696003528943e-09
"ENSG00000120129",3409.03835490143,2.94901281295457,0.201546443514014,14.6319268231072,1.75738759867527e-48,5.39371543826751e-45
"ENSG00000120162",60.670427635757,2.80287570436115,0.437436861949698,6.40749774005891,1.47927279303404e-10,1.02025499939033e-08
"ENSG00000120837",1841.38725402181,1.02716764157765,0.322231913705773,3.18766577079496,0.00143426217903308,0.0140788582232911
"ENSG00000120899",391.398129152807,1.10186194580284,0.377583469868968,2.91819434305538,0.00352064848612226,0.0285481029819205
"ENSG00000121621",31.7907465435411,-1.49551742510131,0.412988289046038,-3.62121024921991,0.000293228089368189,0.00384874929844276
"ENSG00000122035",943.340735322473,2.3717716112164,0.405897863115728,5.84327198229218,5.11853441213087e-09,2.51354163198373e-07
"ENSG00000122641",880.309497533557,1.0906309119222,0.341314950039568,3.19537984432199,0.00139646916854591,0.0137813396242085
"ENSG00000122679",10.3539982692666,-4.051171091646,1.22950501197585,-3.29496102267664,0.000984353321629128,0.0104177393205749
"ENSG00000122877",17.0524051391341,-3.0765823531955,0.504299334825413,-6.10070674445882,1.05600495503798e-09,6.23279847661039e-08
"ENSG00000122966",288.892501525737,-1.5860843569321,0.225750341243167,-7.02583370726179,2.12791775954734e-12,2.25204629552094e-10
"ENSG00000123358",180.640670589744,1.28639661155808,0.2610164732344,4.92841158880748,8.29008329248828e-07,2.32716286328006e-05
"ENSG00000123405",13.5285848772424,-2.83424673093147,0.579424780907008,-4.89148345794749,1.00078806022596e-06,2.73544042756783e-05
"ENSG00000123562",5040.48334406563,1.02831045496216,0.095951666964725,10.7169628990416,8.47403306195636e-27,5.20164396119755e-24
"ENSG00000123610",322.72990824958,-2.51160097838791,0.476778805023481,-5.2678536711887,1.38028059900757e-07,4.76883062490139e-06
"ENSG00000123612",20.5203830068849,-1.44636438263608,0.389620798516482,-3.71223607195317,0.000205436237709325,0.00283804074824997
